GEOID20,CD118FP,h_rep_name,h_district_pretty,h_state,h_party,h_office,h_phone,h_all_committees,h_appropriations,h_agriculture,h_oversight_and_accountability,h_armed_services,h_natural_resources,h_foreign_affairs,h_homeland_security,h_education_and_the_workforce,h_energy_and_commerce,h_ways_and_means,h_financial_services,h_transportation_and_infrastructure,h_small_business,h_judiciary,h_budget,h_select_subcommittee_on_the_weaponization_of_the_fed_govt,h_joint_committee_on_taxation,h_house_administration,h_Intelligence,h_select_subcommittee_on_the_coronavirus_pandemic,h_science_space_and_technology,h_veterans_affairs,h_select_sub_us_china,h_ethics,h_Rules,h_joint_library,contract_actions,unique_awards,unique_companies,unique_addresses,unique_agencies,total_obligation,mean_obligation,median_obligation,max_obligation,min_obligation,std_obligation,largest_recipient,largest_agency,total_money_millions,money_per_company,money_per_company_millions,money_per_award,contracts_per_company
1716,16,Darin LaHood,Illinois 16th,Illinois ,R,1424 LHOB,(202) 225-6201,Intelligence|ways_and_means|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6895,6174,116,130,17,57875013.77,8393.76559390863,425.48,16556937.0,-327502.0,204019.32396281388,EVAC NORTH AMERICA INC,Department of Defense,57.88,498922.53250000003,0.5,9373.989920634922,59.439655172413794
1717,17,Eric Sorensen,Illinois 17th,Illinois ,D,1205 LHOB,(202) 225-5905,agriculture|science_space_and_technology,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,82236,79355,186,208,21,1898363020.09,23084.330707840847,208.32,101354402.4,-1567930.0,450811.6644531261,SUPPLYCORE LLC,Department of Defense,1898.36,10206252.796182794,10.21,23922.412199483333,442.1290322580645
1801,01,Frank Mrvan,Indiana 1st,Indiana ,D,1607 LHOB,(202) 225-2461,education_and_the_workforce|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,8235,5857,99,109,14,96112051.41,11671.165927140255,947.22,5194389.12,-5182282.56,141345.0032529281,"TRADEBE TREATMENT AND RECYCLING, LLC",Department of Defense,96.11,970828.8021212121,0.97,16409.774869387056,83.18181818181819
1802,02,Rudy Yakym,Indiana 2nd,Indiana ,R,349 CHOB,(202) 225-3915,budget|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15254,12529,118,133,19,2651180031.38,173802.28342598662,3213.88,332677764.91,-1813457.49,4532191.868781184,AM GENERAL LLC,Department of Defense,2651.18,22467627.384576272,22.47,211603.48243115973,129.27118644067798
1803,03,Jim Banks,Indiana 3rd,Indiana ,R,2418 RHOB,(202) 225-4436,armed_services|education_and_the_workforce|select_sub_us_china,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9773,7484,129,144,17,927132036.64,94866.6772372864,11429.64,255297835.13,-3649702.0,2788019.594679547,ERAPSCO,Department of Defense,927.13,7187070.051472868,7.19,123881.88624265099,75.75968992248062
1804,04,James Baird,Indiana 4th,Indiana ,R,2303 RHOB,(202) 225-5037,agriculture|foreign_affairs|science_space_and_technology,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1719,1059,118,138,24,293905007.08,170974.40784176847,3896.24,49041710.79,-673000.0,1419938.6968568934,RENK SYSTEMS CORP,Department of Defense,293.91,2490720.3989830506,2.49,277530.69601510855,14.567796610169491
1805,05,Victoria Spartz,Indiana 5th,Indiana ,R,1609 LHOB,(202) 225-2276,judiciary,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5997,2372,159,183,20,368547002.63,61455.22805235951,3000.0,27539770.38,-2271262.58,456651.1827032435,"ALLTRACK, INC",Department of Defense,368.55,2317905.676918239,2.32,155373.94714586847,37.716981132075475
1806,06,Greg Pence,Indiana 6th,Indiana ,R,404 CHOB,(202) 225-3021,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2133,1353,92,99,14,794758831.42,372601.4212001875,3847.56,208498856.0,-3783478.42,5115808.004589227,CMS CORPORATION,Department of Defense,794.76,8638682.95021739,8.64,587404.901271249,23.184782608695652
1807,07,Andre Carson,Indiana 7th,Indiana ,D,2135 RHOB,(202) 225-4011,Intelligence|transportation_and_infrastructure|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,24509,18227,348,398,34,3596455068.53,146740.1798739239,150.81,64654439.85,-74867364.0,1923606.4293581191,ROLLS-ROYCE CORPORATION,Department of Defense,3596.46,10334641.00152299,10.33,197314.7017353377,70.42816091954023
1808,08,Larry Bucshon,Indiana 8th,Indiana ,R,2313 RHOB,(202) 225-4636,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13943,12304,171,194,21,1020155010.66,73166.10562002438,2129.58,125740000.0,-4824656.64,1742040.5831581522,AMERIQUAL GROUP LLC,Department of Defense,1020.16,5965818.775789473,5.97,82912.46835663199,81.53801169590643
1809,09,Erin Houchin,Indiana 9th,Indiana ,R,1632 LHOB,(202) 225-5315,financial_services|education_and_the_workforce|Rules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3372,1809,145,170,19,453640723.08,134531.64978647686,7053.41,14343492.85,-1434238.77,537505.8131826185,"MORGAN FOODS, INC.",Department of Agriculture,453.64,3128556.7108965516,3.13,250768.78003316748,23.255172413793105
1901,01,Mariannette Miller-Meeks,Iowa 1st,Iowa ,R,1034 LHOB,(202) 225-6576,energy_and_commerce|select_subcommittee_on_the_coronavirus_pandemic|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,4633,2563,212,227,25,1470909268.65,317485.2727498381,167.76,217661192.64,-98066773.76,4704982.078791603,AMERICAN ORDNANCE LLC,Department of Defense,1470.91,6938251.267216981,6.94,573901.39237222,21.85377358490566
1902,02,Ashley Hinson,Iowa 2nd,Iowa ,R,1717 LHOB,(202) 225-2911,appropriations|select_sub_us_china,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,7635,3587,150,156,19,4151797589.44,543784.8840130976,0.0,170089813.0,-8707506.0,3889248.760359741,"ROCKWELL COLLINS, INC.",Department of Defense,4151.8,27678650.59626667,27.68,1157456.8133370504,50.9
1903,03,Zachary Nunn,Iowa 3rd,Iowa ,R,1232 LHOB,(202) 225-5476,agriculture|financial_services,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34228,33227,218,246,24,238676164.83,6973.12623670679,425.62,37743196.0,-3627771.41,239160.27670053492,"COLLINS ENGINE NOZZLES, INC",Department of Defense,238.68,1094844.7927981652,1.09,7183.199350829145,157.0091743119266
1904,04,Randy Feenstra,Iowa 4th,Iowa ,R,1440 LHOB,(202) 225-4426,agriculture|ways_and_means,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2254,1502,161,180,37,330747132.39,146737.8582031943,11740.375,16286831.84,-13302717.4,876484.0145874189,REGENCY CONSULTING INC,Department of Homeland Security,330.75,2054330.0148447205,2.05,220204.48228362182,14.0
2001,01,Tracey Mann,Kansas 1st,Kansas ,R,344 CHOB,(202) 225-2715,agriculture|transportation_and_infrastructure|small_business,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5667,4794,204,222,23,311239027.37,54921.30357684842,688.25,11619375.53,-1665292.55,405542.5688955423,FIRELAKE-DIVERSIFIED JV2 LLC,Environmental Protection Agency,311.24,1525681.5067156863,1.53,64922.61730705048,27.779411764705884
2002,02,Jake LaTurner,Kansas 2nd,Kansas ,R,2441 RHOB,(202) 225-6601,appropriations|oversight_and_accountability,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12091,10086,239,258,23,2076329451.23,171725.2047994376,1408.9,299999848.61,-130584447.9,4244952.800463181,"ORACLE HEALTH GOVERNMENT SERVICES, INC.",Department of Veterans Affairs,2076.33,8687570.925648537,8.69,205862.52738746777,50.58995815899581
2003,03,Sharice Davids,Kansas 3rd,Kansas ,D,2435 RHOB,(202) 225-2865,agriculture|transportation_and_infrastructure|small_business,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8451,4979,366,387,35,2981308291.5099998,352775.8006756597,1558.0,532852033.34,-12888565.31,8024825.373504158,MISSION SUPPORT & TEST SERVICES LLC,Department of Energy,2981.31,8145651.069699453,8.15,598776.5196846756,23.09016393442623
2004,04,Ron Estes,Kansas 4th,Kansas ,R,2234 RHOB,(202) 225-6216,budget|education_and_the_workforce|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19188,14789,246,293,20,2195558165.73,114423.50248749218,145.66,276760900.0,-13902084.6,2788271.1573728668,TEXTRON AVIATION INC,Department of Defense,2195.56,8925033.19402439,8.93,148458.86576036245,78.0
2101,01,James Comer,Kentucky 1st,Kentucky ,R,2410 RHOB,(202) 225-3115,education_and_the_workforce|oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2299,1497,147,161,18,445547554.74,193800.58927359723,4339.92,37566273.0,-2686749.04,1169145.207132473,ENERGY SERVICES GROUP INC,Department of Veterans Affairs,445.55,3030935.7465306125,3.03,297626.9570741483,15.639455782312925
2102,02,Brett Guthrie,Kentucky 2nd,Kentucky ,R,2434 RHOB,(202) 225-3501,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2321,1305,118,127,16,432680134.0,186419.70443774236,2090.32,20398500.0,-20398500.0,1025823.5743721961,"HOWARD W. PENCE, INC.",Department of Defense,432.68,3666780.7966101696,3.67,331555.6582375479,19.66949152542373
2103,03,Morgan McGarvey,Kentucky 3rd,Kentucky ,D,1527 LHOB,(202) 225-5401,small_business|veterans_affairs,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,63388,56619,271,310,40,18214532914.93,287349.8598304095,493.47,3167466582.27,-77380128.03,18126398.054088384,HUMANA GOVERNMENT BUSINESS INC,Department of Defense,18214.53,67212298.5790775,67.21,321703.543243964,233.9040590405904
2104,04,Thomas Massie,Kentucky 4th,Kentucky ,R,2453 RHOB,(202) 225-3465,select_subcommittee_on_the_weaponization_of_the_fed_govt|judiciary|transportation_and_infrastructure|Rules,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1458,1065,98,110,15,110376480.08,75704.03297668038,5220.5650000000005,22040983.9,-276413.5,629783.6101678316,STARRAG USA INC,Department of Defense,110.38,1126290.6130612246,1.13,103639.88739906103,14.877551020408163
2105,05,Harold Rogers,Kentucky 5th,Kentucky ,R,2406 RHOB,(202) 225-4601,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3423,2243,151,171,17,650545833.16,190051.3681449021,4595.44,47479411.54,-7313643.4,1678364.7424146174,FIBROTEX USA INC,Department of Defense,650.55,4308250.550728477,4.31,290033.80880962993,22.66887417218543
2106,06,Andy Barr,Kentucky 6th,Kentucky ,R,2430 RHOB,(202) 225-4706,financial_services|foreign_affairs|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,54157,50142,232,254,26,3135795222.4900002,57901.93737633178,50.4,146100000.0,-19950437.0,1354767.3484991721,"BECHTEL PARSONS BLUE GRASS, A JOINT VENTURE",Department of Defense,3135.8,13516358.717629312,13.52,62538.29569004029,233.43534482758622
2201,01,Steve Scalise,Louisiana 1st,Louisiana ,R,2049 RHOB,(202) 225-3015,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,11880,8775,323,371,19,2720379125.5299997,228988.1418796296,2699.29,305807108.84,-45000000.0,3576475.9777625804,"THOMA-SEA MARINE CONSTRUCTORS, L.L.C.",Department of Commerce,2720.38,8422226.39482972,8.42,310014.71516011393,36.78018575851393
2202,02,Troy Carter,Louisiana 2nd,Louisiana ,D,442 CHOB,(202) 225-6636,homeland_security|transportation_and_infrastructure,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9394,6745,343,396,27,2085881099.97,222043.9748743879,228.04,534970177.0,-50152606.0,6471151.233415454,TEXTRON SYSTEMS CORP,Department of Defense,2085.88,6081286.00574344,6.08,309248.4951771683,27.387755102040817
2203,03,Clay Higgins,Louisiana 3rd,Louisiana ,R,572 CHOB,(202) 225-2031,oversight_and_accountability|homeland_security,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9353,8283,217,245,15,974919856.13,104236.05860472575,794.76,144763969.0,-144763969.0,2764418.944541805,SAFESOURCE DIRECT LLC,Department of Health and Human Services,974.92,4492718.231013825,4.49,117701.29857901727,43.10138248847926
2204,04,Mike Johnson,Louisiana 4th,Louisiana ,R,568 CHOB,(202) 225-2777,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2520,1783,204,228,13,205042717.92,81366.1579047619,1296.0,21987975.0,-2516347.5,621028.966087991,"TKTMJ, INC.",Department of Defense,205.04,1005111.3623529411,1.01,114998.7200897364,12.352941176470589
2205,05,Julia Letlow,Louisiana 5th,Louisiana ,R,142 CHOB,(202) 225-8490,appropriations|education_and_the_workforce,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34403,33724,183,193,15,257942146.11,7497.6643347963845,322.65,71685417.0,-5447037.03,427482.15460494295,"OMEGA FOUNDATION SERVICES, INC.",Department of Defense,257.94,1409519.9240983608,1.41,7648.622527280276,187.9945355191257
2206,06,Garret Graves,Louisiana 6th,Louisiana ,R,2402 RHOB,(202) 225-3901,natural_resources|transportation_and_infrastructure,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7452,5138,249,274,23,1550348340.27,208044.59745974236,4090.04,81518812.02,-5952348.38,1814140.7139836194,"DYNAMIC GROUP, LLC",Department of Homeland Security,1550.35,6226298.555301204,6.23,301741.59989684704,29.927710843373493
2301,01,Chellie Pingree,Maine 1st,Maine ,D,2354 RHOB,(202) 225-6116,agriculture|appropriations,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22094,19841,224,250,22,5569141534.73,252065.78866343803,357.36,1593237569.0,-4683610.0,14944959.88728102,BATH IRON WORKS CORPORATION,Department of Defense,5569.14,24862238.994330354,24.86,280688.5507146817,98.63392857142857
2302,02,Jared Golden,Maine 2nd,Maine ,D,1710 LHOB,(202) 225-6306,armed_services|small_business,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4888,3960,190,208,19,678802498.08,138871.21482815058,9307.720000000001,112760000.0,-2596913.17,2404423.230261042,CIANBRO CORPORATION,Department of the Interior,678.8,3572644.726736842,3.57,171414.77224242425,25.726315789473684
2401,01,Andy Harris,Maryland 1st,Maryland ,R,1536 LHOB,(202) 225-5311,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30491,25237,380,447,33,2111248510.89,69241.69462759503,1038.36,98674388.0,-7790612.25,948729.4478940321,SMITHS DETECTION INC.,Department of Homeland Security,2111.25,5555917.133921053,5.56,83656.87327693467,80.23947368421052
2402,02,C. Ruppersberger,Maryland 2nd,Maryland ,D,2206 RHOB,(202) 225-3061,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19970,13419,516,572,39,4009297004.47,200765.99922233348,253.45,147436096.32,-57432741.0,2603499.193823116,LOCKHEED MARTIN CORPORATION,Department of Defense,4009.3,7769955.4350193795,7.77,298777.629068485,38.701550387596896
2403,03,John Sarbanes,Maryland 3rd,Maryland ,D,2370 RHOB,(202) 225-4016,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48871,27064,1240,1489,59,16291190016.52,333350.86281271104,337.5,345921509.3,-38389271.87,3370979.296118291,NORTHROP GRUMMAN SYSTEMS CORPORATION,Department of Defense,16291.19,13138056.464935483,13.14,601950.5622420928,39.41209677419355
2404,04,Glenn Ivey,Maryland 4th,Maryland ,D,1529 LHOB,(202) 225-8699,homeland_security|judiciary|ethics,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,93599,76900,1010,1153,61,7989634195.61,85360.25166518873,490.63,42125635.18,-20528181.82,782732.760053806,"KBR WYLE SERVICES, LLC",National Aeronautics and Space Administration,7989.63,7910528.906544554,7.91,103896.41346697009,92.67227722772277
2405,05,Steny Hoyer,Maryland 5th,Maryland ,D,1705 LHOB,(202) 225-4131,appropriations,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23591,8656,894,1012,53,8219400462.32,348412.5497994998,2716.36,84219627.0,-13064130.49,1748509.5762323255,"INDYNE, INC.",Department of Defense,8219.4,9193960.248680089,9.19,949561.0515619223,26.38814317673378
2406,06,David Trone,Maryland 6th,Maryland ,D,2404 RHOB,(202) 225-2721,appropriations|budget,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24187,12423,810,893,54,19964464817.62,825421.2931583081,904.04,2274157215.66,-439113832.71,20533823.19765933,"CONSOLIDATED NUCLEAR SECURITY, LLC",Department of Energy,19964.46,24647487.429160494,24.65,1607056.6544007084,29.860493827160493
2407,07,Kweisi Mfume,Maryland 7th,Maryland ,D,2263 RHOB,(202) 225-4741,oversight_and_accountability|small_business|select_subcommittee_on_the_coronavirus_pandemic,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,25257,17761,615,665,45,4706473360.21,186343.3250271212,86.97,240000000.0,-6898920.8,2748336.570450375,THE JOHNS HOPKINS MEDICAL SERVICES CORPORATION,Department of Defense,4706.47,7652802.211723577,7.65,264989.21007882437,41.06829268292683
2408,08,Jamie Raskin,Maryland 8th,Maryland ,D,2242 RHOB,(202) 225-5341,oversight_and_accountability,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76620,41307,1795,2121,66,37114805375.35,484401.00985839206,1525.0,1793325708.71,-37979667.5,12790338.392425226,"OPTUM PUBLIC SECTOR SOLUTIONS, INC.",Department of Veterans Affairs,37114.81,20676771.796852365,20.68,898511.2783632313,42.68523676880223
2501,01,Richard Neal,Massachusetts 1st,Massachusetts ,D,372 CHOB,(202) 225-5601,joint_committee_on_taxation|ways_and_means,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10501,8031,216,242,22,1494837576.7,142351.9261689363,351.63,144567360.65,-5348552.72,1906403.6649223596,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",Department of Defense,1494.84,6920544.336574074,6.92,186133.43004607147,48.61574074074074
2502,02,James McGovern,Massachusetts 2nd,Massachusetts ,D,370 CHOB,(202) 225-6101,agriculture|Rules,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9858,7479,288,322,25,1011064983.7,102562.8914282816,1207.58,44000000.0,-8730526.0,1094472.7426110227,"NATIONAL COLLEGIATE INVENTORS & INNOVATORS ALLIANCE, INC.",Department of Health and Human Services,1011.06,3510642.304513889,3.51,135187.18862147347,34.229166666666664
2503,03,Lori Trahan,Massachusetts 3rd,Massachusetts ,D,2439 RHOB,(202) 225-3411,energy_and_commerce,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33156,26487,442,501,32,5171641178.53,155979.0438692846,635.285,677715432.86,-20007354.09,5290771.929923468,RAYTHEON COMPANY,Department of Defense,5171.64,11700545.652782805,11.7,195252.0549148639,75.01357466063348
2504,04,Jake Auchincloss,Massachusetts 4th,Massachusetts ,D,1524 LHOB,(202) 225-5931,transportation_and_infrastructure|select_sub_us_china,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6507,4312,309,343,31,953406215.89,146520.08850315044,2584.12,83789463.0,-11454418.18,1781337.2468376392,"CONSIGLI CONSTRUCTION CO., INC.",Department of Defense,953.41,3085457.0093527506,3.09,221105.33763682746,21.058252427184467
2505,05,Katherine Clark,Massachusetts 5th,Massachusetts ,D,2368 RHOB,(202) 225-2836,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,19016,9781,558,638,46,7640275506.2699995,401781.4212384308,940.5,350470804.56,-9401565.13,3690700.964370783,FRESENIUS MEDICAL CARE HOLDINGS INC,Department of Veterans Affairs,7640.28,13692250.011236558,13.69,781134.3938523668,34.07885304659498
2506,06,Seth Moulton,Massachusetts 6th,Massachusetts ,D,1126 LHOB,(202) 225-8020,armed_services|transportation_and_infrastructure|select_sub_us_china,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,22395,13478,484,574,46,15694718349.68,700813.5007671355,600.19,1225368567.01,-67718262.0,12523064.130429277,RAYTHEON COMPANY,Department of Defense,15694.72,32427104.028264463,32.43,1164469.3834159372,46.27066115702479
2507,07,Ayanna Pressley,Massachusetts 7th,Massachusetts ,D,402 CHOB,(202) 225-5111,financial_services,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8446,5520,384,421,42,3590588298.1,425122.93370826426,1675.0,309512080.68,-236162621.0,6818782.617496362,"MODERNA US, INC.",Department of Health and Human Services,3590.59,9350490.359635416,9.35,650468.8945833333,21.994791666666668
